ppTime.la,ppTime.ab,ppTime.bo,ppTime.or,ppTime.ra,ppTime.at,ppTime.to,ppTime.oi,ppTime.ir,ppTime.re,ppTime.eg,ppTime.gr,ppTime.re,ppTime.ey,ppTime.yc,prTime.la,prTime.ab,prTime.bo,prTime.or,prTime.ra,prTime.at,prTime.to,prTime.oi,prTime.ir,prTime.re,prTime.eg,prTime.gr,prTime.re,prTime.ey,prTime.yc,rpTime.la,rpTime.ab,rpTime.bo,rpTime.or,rpTime.ra,rpTime.at,rpTime.to,rpTime.oi,rpTime.ir,rpTime.re,rpTime.eg,rpTime.gr,rpTime.re,rpTime.ey,rpTime.yc,rrTime.la,rrTime.ab,rrTime.bo,rrTime.or,rrTime.ra,rrTime.at,rrTime.to,rrTime.oi,rrTime.ir,rrTime.re,rrTime.eg,rrTime.gr,rrTime.re,rrTime.ey,rrTime.yc,subject,time_to_type
2403456,1001440,4907056,13018720,1201728,1702448,1702448,2303312,2203168,2103024,1201728,1602304,1902736,2403456,2103024,4105904,1902736,6108784,14220448,2703888,3204608,3104464,3304752,3404896,3605184,2203168,2303312,3104464,3404896,3104464,1702448,-701008,4005760,11816992,0,200288,200288,901296,1201728,901296,-300432,600864,1201728,1201728,1101584,3404896,200288,5207488,13018720,1502160,1702448,1602304,1902736,2403456,2403456,701008,1301872,2403456,2203168,2103024,14,46767248
1602304,1201728,16323472,2503600,1201728,4506480,1402016,3004320,2203168,1902736,1101584,1301872,1902736,3404896,1001440,2804032,2503600,17224768,3705328,1902736,5507920,2503600,3805472,3204608,3004320,1802592,2103024,2904176,4406336,1702448,400576,0,15021600,1602304,0,3805472,400576,1902736,1402016,901296,0,600864,1101584,2403456,0,1602304,1301872,15922896,2804032,701008,4806912,1502160,2703888,2403456,2002880,701008,1402016,2103024,3404896,701008,14,48669984
1702448,1001440,3705328,2203168,701008,3605184,1301872,2203168,1402016,2002880,801152,1702448,1201728,1702448,1602304,2904176,2403456,4706768,3104464,1702448,4506480,2503600,2904176,2603744,3104464,1802592,2403456,2203168,2403456,2503600,200288,-200288,2303312,1201728,-200288,2603744,400576,1001440,701008,801152,-300432,701008,500720,701008,901296,1402016,1201728,3304752,2103024,801152,3505040,1602304,1702448,1902736,1902736,701008,1402016,1502160,1402016,1802592,14,30944496
2103024,1201728,3605184,2303312,2603744,3104464,2203168,2703888,1902736,2303312,1101584,1402016,1702448,2303312,1201728,3304752,2002880,4306192,3404896,3705328,3905616,3705328,3505040,2904176,3304752,1702448,2103024,2603744,3204608,1902736,1101584,0,2804032,1602304,1502160,2002880,1402016,1201728,1101584,1301872,100144,801152,1001440,1402016,300432,2303312,801152,3505040,2703888,2603744,2804032,2904176,2002880,2103024,2303312,701008,1502160,1902736,2303312,1001440,14,35651264
1402016,1201728,6609504,2103024,1001440,3605184,1201728,2002880,1702448,1902736,801152,1602304,1402016,1902736,1201728,2603744,2403456,7610944,2804032,1702448,4506480,2103024,2804032,2703888,2904176,1702448,2303312,2503600,2603744,1902736,200288,0,5407776,1101584,300432,2904176,300432,1101584,901296,901296,-200288,701008,701008,801152,500720,1402016,1201728,6409216,1802592,1001440,3805472,1201728,1902736,1902736,1902736,701008,1402016,1802592,1502160,1201728,14,33147664
2002880,1101584,1802592,3204608,1602304,2303312,3304752,2804032,2103024,2103024,801152,1702448,2403456,2403456,1602304,3104464,1902736,2603744,4806912,3004320,3204608,4306192,3605184,3104464,3104464,1802592,2503600,3505040,3104464,2403456,1301872,0,1001440,2403456,0,901296,2403456,1802592,1301872,1101584,-200288,701008,1602304,1301872,901296,2403456,801152,1802592,4005760,1402016,1802592,3404896,2603744,2303312,2103024,801152,1502160,2703888,2002880,1702448,14,35450976
1702448,2103024,2804032,2103024,1502160,5207488,1502160,8812672,3905616,5708208,1301872,3204608,4806912,3004320,2002880,2203168,2904176,3304752,2904176,2203168,6008640,2603744,9513680,4606624,6709648,2403456,4206048,5407776,3805472,2703888,1502160,1602304,2002880,1602304,701008,4506480,701008,7711088,3204608,5007200,300432,2103024,3805472,2403456,1201728,2002880,2403456,2503600,2403456,1402016,5307632,1802592,8412096,3905616,6008640,1402016,3104464,4406336,3204608,1902736,127,63491296
1902736,1702448,2303312,1702448,1702448,2703888,1502160,1702448,2503600,2703888,901296,3304752,1702448,6108784,1902736,2603744,2603744,3004320,2603744,2403456,3204608,2403456,2403456,3204608,3805472,1902736,4005760,2403456,6809792,2603744,1201728,1001440,1402016,1001440,801152,2002880,1001440,801152,1802592,2002880,-200288,2303312,1001440,5407776,1201728,1902736,1902736,2103024,1902736,1502160,2503600,1902736,1502160,2503600,3104464,801152,3004320,1702448,6108784,1902736,127,37954576
2203168,2203168,3705328,2002880,1201728,5608064,1402016,1702448,2403456,2203168,1001440,6008640,2203168,3605184,2403456,2603744,3004320,4306192,2703888,1802592,6309072,2303312,2103024,3104464,3204608,1802592,6709648,2904176,4406336,3004320,1502160,1802592,2904176,1402016,500720,5007200,701008,801152,2002880,1502160,0,5207488,1502160,2904176,1602304,1902736,2603744,3505040,2103024,1101584,5708208,1602304,1201728,2703888,2503600,801152,5908496,2203168,3705328,2203168,127,43662784
2103024,1502160,1402016,1802592,1702448,2403456,1402016,1902736,2603744,2603744,500720,3104464,1402016,5007200,2603744,2804032,2403456,2103024,2804032,2403456,3104464,2303312,2603744,3304752,3505040,1702448,4005760,2103024,5908496,3304752,1402016,801152,500720,1101584,701008,1702448,701008,1001440,1902736,1902736,-400576,1902736,500720,4306192,1702448,2103024,1702448,1201728,2103024,1402016,2403456,1602304,1702448,2603744,2804032,801152,2804032,1201728,5207488,2403456,127,35551120
2203168,2002880,2904176,1702448,1502160,3104464,1301872,1902736,2503600,2303312,1001440,2603744,1602304,3905616,2103024,2703888,2904176,3404896,2603744,2103024,3805472,2303312,2503600,3404896,3404896,2002880,3505040,2203168,4806912,2703888,1602304,1502160,2002880,1201728,600864,2503600,600864,901296,1902736,1402016,-100144,1602304,701008,3304752,1201728,2103024,2403456,2503600,2103024,1201728,3204608,1602304,1502160,2804032,2503600,901296,2503600,1301872,4206048,1802592,127,36652704
2203168,1602304,3404896,1602304,1602304,3104464,1502160,1402016,2603744,3104464,701008,3304752,5207488,3605184,2603744,2904176,2303312,4005760,2603744,2303312,3605184,2203168,2103024,3304752,4005760,1902736,4206048,5908496,4306192,3104464,1702448,901296,2703888,1001440,600864,2403456,1001440,701008,1902736,2403456,-200288,2103024,4306192,2904176,1902736,2403456,1602304,3304752,2002880,1301872,2904176,1702448,1402016,2603744,3304752,1001440,3004320,5007200,3605184,2403456,127,41059040
2103024,1802592,3404896,1702448,1702448,2904176,1502160,1902736,2603744,2203168,1101584,2904176,2403456,2703888,2804032,2703888,2403456,4005760,2403456,2503600,3505040,2603744,2503600,3404896,3304752,1902736,3505040,3104464,3505040,3505040,1402016,1201728,2804032,1101584,1001440,2103024,901296,801152,2002880,1402016,0,2103024,1802592,2002880,2002880,2002880,1802592,3404896,1802592,1802592,2703888,2002880,1402016,2804032,2503600,801152,2703888,2503600,2804032,2703888,127,37954576
2303312,1902736,2703888,1902736,1301872,2703888,1402016,1702448,2303312,1902736,1502160,2804032,1201728,4406336,2002880,3004320,3104464,3404896,2603744,2103024,3404896,2403456,2303312,3004320,3605184,2403456,3705328,1902736,5407776,2703888,1602304,1201728,1502160,1201728,600864,1902736,701008,701008,1702448,1201728,-200288,1902736,300432,3705328,1001440,2303312,2403456,2203168,1902736,1402016,2603744,1702448,1301872,2403456,2904176,701008,2804032,1001440,4706768,1702448,127,35851552
2002880,1602304,3304752,1502160,1402016,5107344,1502160,1902736,2603744,2303312,1101584,3905616,3404896,3104464,7110224,2403456,2503600,3905616,2203168,2203168,5808352,2503600,2603744,3404896,3404896,2002880,4706768,3805472,3905616,7610944,1301872,1201728,2403456,901296,701008,4306192,801152,901296,1902736,1502160,0,3004320,2603744,2703888,6309072,1702448,2103024,3004320,1602304,1502160,5007200,1802592,1602304,2703888,2603744,901296,3805472,3004320,3505040,6809792,127,46166384
2403456,1101584,1902736,1702448,1201728,2603744,1402016,2203168,2303312,3805472,701008,2804032,1502160,4506480,1802592,3104464,2303312,2603744,2904176,1902736,3304752,2403456,2904176,3104464,4806912,1702448,3805472,2203168,5507920,2303312,1402016,400576,701008,1001440,0,1902736,701008,1201728,1602304,3004320,-300432,1802592,500720,3805472,801152,2103024,1602304,1402016,2203168,701008,2603744,1702448,1902736,2403456,4005760,701008,2804032,1201728,4806912,1301872,127,36051840
2203168,1702448,2703888,1702448,1301872,3404896,1301872,2002880,2603744,2703888,1201728,3004320,2904176,4606624,2303312,2804032,2804032,3404896,2503600,2103024,4005760,2403456,2503600,3304752,3905616,2103024,3805472,3605184,5407776,3104464,1602304,1101584,1602304,1001440,500720,2603744,701008,901296,2103024,2002880,0,2103024,2103024,3905616,1502160,2203168,2203168,2303312,1802592,1301872,3204608,1802592,1402016,2804032,3204608,901296,2904176,2804032,4706768,2303312,127,39757168
1902736,1402016,2703888,1602304,1402016,2403456,1402016,1702448,2603744,2403456,1101584,2603744,1502160,4206048,1702448,2603744,2403456,3304752,2503600,2103024,3104464,2603744,2403456,3304752,3505040,1802592,3605184,2203168,5407776,2403456,1402016,701008,1702448,1001440,500720,1702448,701008,500720,1902736,1702448,0,1902736,500720,3505040,500720,2103024,1702448,2303312,1902736,1201728,2403456,1902736,1201728,2603744,2804032,701008,2904176,1201728,4706768,1201728,127,34149104
801152,1902736,701008,1502160,801152,1902736,1301872,1001440,1802592,1301872,500720,1602304,1001440,1602304,1001440,2703888,1902736,1602304,2303312,1602304,2403456,2103024,1702448,2503600,2203168,1502160,2303312,2002880,2403456,1902736,-1902736,0,701008,600864,0,1101584,801152,200288,1101584,600864,-400576,600864,300432,600864,200288,0,0,1602304,1402016,801152,1602304,1602304,901296,1802592,1502160,600864,1301872,1301872,1402016,1101584,130,21631104
801152,600864,2203168,1402016,1602304,1902736,1702448,1201728,1602304,1702448,901296,5708208,1201728,1702448,1201728,1902736,1602304,3104464,2103024,2103024,2603744,2603744,1902736,2303312,2904176,1602304,6208928,1902736,2403456,1902736,-600864,-500720,1201728,500720,901296,1402016,1001440,300432,901296,1001440,-300432,5007200,701008,1001440,500720,500720,500720,2103024,1201728,1402016,2103024,1902736,1001440,1602304,2203168,400576,5507920,1402016,1702448,1201728,130,28440896
2403456,1602304,3004320,5207488,1201728,2403456,1402016,1301872,1802592,1502160,600864,1802592,1602304,2804032,1402016,3404896,2403456,3605184,5908496,2103024,3004320,1902736,2002880,2303312,2403456,1402016,2403456,2403456,3505040,2103024,1402016,600864,2203168,4606624,500720,1502160,801152,801152,1101584,1001440,-300432,1001440,1001440,2002880,701008,2403456,1402016,2804032,5307632,1402016,2103024,1301872,1502160,1602304,1902736,500720,1602304,1802592,2703888,1402016,130,32847232
1001440,600864,1502160,1602304,1201728,1902736,1402016,1201728,1702448,1101584,500720,2403456,1402016,3304752,1402016,2103024,1602304,2203168,2403456,2103024,2603744,2403456,1902736,2403456,2103024,1402016,3104464,2103024,4005760,2103024,-600864,-500720,500720,901296,400576,1001440,701008,200288,1001440,400576,-500720,1502160,701008,2603744,701008,500720,500720,1201728,1702448,1301872,1702448,1702448,901296,1702448,1402016,400576,2203168,1402016,3304752,1402016,130,25136144
600864,1502160,2203168,1802592,1201728,2203168,1502160,1301872,1702448,1502160,500720,1902736,1602304,1502160,1702448,1802592,2703888,3304752,2503600,2002880,2804032,2503600,1902736,2403456,2503600,1502160,2603744,2103024,2403456,2603744,-600864,300432,1001440,701008,500720,1402016,901296,300432,1101584,801152,-500720,901296,901296,1001440,801152,600864,1502160,2103024,1402016,1301872,2002880,1902736,901296,1802592,1802592,500720,1602304,1402016,1902736,1702448,130,25937296
500720,901296,2203168,901296,1502160,1802592,1502160,1201728,1902736,1101584,200288,2904176,1402016,2403456,1201728,1702448,1902736,2904176,1902736,2203168,2503600,2403456,2103024,2603744,2002880,1402016,3605184,2203168,3104464,1902736,-901296,-300432,1201728,200288,500720,1101584,801152,300432,1001440,400576,-701008,1702448,701008,1602304,500720,300432,701008,1902736,1201728,1201728,1802592,1702448,1201728,1702448,1301872,500720,2403456,1502160,2303312,1201728,130,24435136
600864,901296,2103024,1402016,901296,1702448,2403456,1702448,2203168,8912816,1301872,2203168,1902736,2703888,1802592,2002880,1902736,2804032,2303312,1602304,2503600,3204608,2503600,2904176,9713968,2203168,2904176,2603744,3404896,2303312,-801152,-500720,1101584,701008,0,1001440,1602304,901296,1402016,8211808,500720,1301872,1201728,2002880,1101584,600864,500720,1802592,1602304,701008,1802592,2403456,1702448,2103024,9012960,1402016,2002880,1902736,2703888,1602304,130,35050400
400576,801152,2002880,1602304,1001440,2103024,1702448,1201728,1902736,1602304,3805472,2403456,1101584,1502160,1402016,1702448,1802592,2703888,2403456,2002880,2804032,2403456,1902736,2603744,2303312,4506480,3104464,1802592,2203168,2103024,-801152,-500720,1001440,901296,200288,1101584,1001440,500720,1201728,901296,3104464,1702448,400576,801152,701008,500720,500720,1702448,1702448,1201728,1802592,1702448,1201728,1902736,1602304,3805472,2403456,1101584,1502160,1402016,130,27439456
600864,1702448,500720,1402016,901296,6509360,1602304,2503600,2103024,2503600,1402016,2303312,2103024,2002880,1602304,2303312,1702448,1301872,2303312,1802592,7110224,2603744,3304752,2603744,3404896,2303312,3004320,2804032,2703888,2503600,-1702448,0,500720,600864,0,5608064,1001440,1502160,1301872,2002880,500720,1402016,1402016,1301872,901296,0,0,1301872,1502160,901296,6208928,2002880,2303312,1802592,2904176,1402016,2103024,2103024,2002880,1802592,130,32847232
901296,801152,1402016,1602304,1001440,2103024,1902736,1402016,6609504,3605184,1201728,2303312,1502160,1702448,1201728,2203168,1702448,2103024,2303312,1702448,2804032,2904176,2403456,7310512,4606624,2203168,3104464,2203168,2403456,1902736,-801152,-500720,500720,901296,300432,1402016,1201728,400576,5608064,2904176,200288,1301872,701008,1001440,500720,500720,400576,1201728,1602304,1001440,2103024,2203168,1402016,6309072,3905616,1201728,2103024,1402016,1702448,1201728,130,31945936
701008,1702448,701008,1101584,901296,2002880,1802592,1301872,2904176,2904176,1101584,3505040,1402016,1702448,1502160,2403456,1702448,1502160,2002880,1902736,2804032,2503600,2002880,3505040,4005760,2002880,4206048,2103024,2503600,2303312,-1702448,0,701008,300432,0,1001440,1001440,600864,2203168,2303312,0,2603744,701008,1001440,701008,0,0,1502160,1201728,1001440,1802592,1702448,1301872,2804032,3404896,901296,3304752,1402016,1802592,1502160,130,28340752
500720,901296,1301872,1702448,901296,2203168,2103024,701008,2203168,1902736,701008,2503600,1201728,1502160,1201728,1802592,1802592,2303312,2403456,1902736,2904176,3004320,1402016,2603744,3104464,1602304,3004320,2002880,2203168,2103024,-901296,-400576,400576,701008,200288,1201728,1402016,-200288,1502160,1502160,-500720,1602304,701008,701008,500720,400576,500720,1402016,1402016,1201728,1902736,2303312,500720,1902736,2703888,400576,2103024,1502160,1402016,1402016,130,24535280
1101584,1502160,1301872,1402016,1402016,2002880,1402016,1201728,1602304,3605184,1301872,2203168,1201728,1101584,1602304,1702448,2203168,1902736,2203168,2303312,2904176,2303312,1602304,2603744,4306192,2203168,2804032,2103024,1902736,2203168,0,901296,600864,801152,600864,1101584,500720,300432,1201728,2603744,600864,1301872,600864,200288,801152,600864,1602304,1201728,1602304,1502160,2002880,1402016,701008,2203168,3304752,1502160,1902736,1502160,1001440,1402016,129,27940176
901296,1602304,3905616,2303312,1902736,1902736,3104464,2403456,1101584,3805472,2203168,2403456,1602304,1402016,1702448,1702448,2403456,4606624,3004320,2603744,2904176,3805472,3104464,1902736,4506480,2904176,3104464,2503600,2303312,2403456,200288,801152,3104464,1602304,1201728,1201728,2103024,1702448,400576,3004320,1502160,1702448,901296,500720,801152,1001440,1602304,3805472,2303312,1902736,2203168,2804032,2403456,1201728,3705328,2203168,2403456,1802592,1402016,1502160,129,37453856
901296,1402016,1201728,1702448,1702448,2002880,1201728,1301872,1702448,1201728,1201728,1902736,1301872,1602304,2002880,1602304,2303312,1902736,2403456,2503600,2703888,1902736,2002880,2603744,1902736,2002880,2503600,2203168,2403456,2703888,300432,701008,300432,1001440,1001440,1201728,500720,600864,1001440,300432,500720,1101584,701008,701008,1201728,1001440,1602304,1001440,1702448,1802592,1902736,1201728,1301872,1902736,1001440,1301872,1702448,1602304,1502160,1902736,129,26438016
2002880,1602304,1602304,1702448,1201728,1702448,1402016,2303312,1502160,1402016,1702448,2103024,1902736,1702448,1902736,2703888,2603744,2603744,2403456,2203168,2603744,2103024,3104464,2203168,2403456,2603744,2804032,2804032,2603744,2503600,1201728,901296,600864,701008,500720,701008,500720,1602304,701008,701008,701008,1201728,1201728,801152,1001440,1902736,1902736,1602304,1402016,1502160,1602304,1201728,2403456,1402016,1702448,1602304,1902736,2103024,1702448,1602304,129,29742768
1301872,1402016,1201728,1702448,1702448,2503600,1201728,1702448,2002880,5207488,1502160,2103024,1301872,1201728,2002880,1902736,2203168,1902736,2603744,2703888,3404896,2002880,2403456,2804032,5908496,2303312,2703888,2203168,2103024,2603744,400576,801152,400576,1001440,801152,1502160,300432,901296,1301872,4406336,801152,1301872,701008,300432,1101584,1001440,1602304,1101584,1902736,1802592,2403456,1101584,1602304,2103024,5107344,1602304,1902736,1602304,1201728,1702448,129,34850112
1802592,1702448,1902736,1201728,1602304,1502160,1602304,1502160,1702448,1301872,1201728,1902736,1502160,1301872,1902736,2603744,2703888,2703888,2203168,2603744,2703888,2403456,2203168,2303312,2002880,2203168,2603744,2403456,2303312,2703888,1101584,901296,901296,400576,600864,500720,400576,701008,1001440,701008,500720,901296,801152,400576,901296,1902736,1902736,1702448,1402016,1602304,1702448,1201728,1402016,1602304,1402016,1502160,1602304,1702448,1402016,1702448,129,28240608
1001440,1502160,1301872,1502160,1602304,1902736,1402016,1402016,1502160,1402016,1101584,2203168,1201728,1502160,1402016,1702448,2403456,1902736,2203168,2503600,2904176,2203168,2002880,2403456,2002880,1802592,2804032,2203168,2303312,2203168,0,801152,400576,901296,901296,1001440,400576,600864,901296,500720,500720,1502160,600864,500720,600864,701008,1702448,1001440,1602304,1802592,2002880,1201728,1201728,1802592,1101584,1201728,2103024,1602304,1301872,1402016,129,26438016
1702448,2403456,1402016,1702448,1201728,1602304,1201728,1602304,1902736,2703888,1602304,1902736,1201728,1201728,1402016,2904176,3104464,2103024,2403456,2103024,2603744,2203168,2303312,2904176,3404896,2303312,2603744,2103024,2103024,2103024,901296,1201728,701008,1001440,500720,701008,200288,600864,1201728,1702448,901296,1201728,500720,300432,500720,2103024,1902736,1402016,1702448,1402016,1702448,1201728,1301872,2203168,2403456,1602304,1902736,1402016,1201728,1201728,129,29041760
1201728,1602304,901296,2002880,1502160,2002880,1502160,1802592,1902736,1502160,1301872,1802592,1101584,1301872,1402016,1802592,2403456,1802592,2703888,2403456,2904176,2203168,2403456,2703888,2303312,2103024,2503600,2103024,2103024,2103024,300432,1001440,100144,1101584,801152,1101584,600864,1101584,1301872,701008,500720,1001440,400576,300432,600864,901296,1802592,1001440,1802592,1702448,2002880,1301872,1702448,2103024,1502160,1301872,1702448,1402016,1101584,1301872,129,27239168
1001440,1101584,1201728,1602304,2203168,1802592,1201728,1502160,1402016,1502160,901296,2103024,1402016,1502160,1402016,1402016,2002880,1902736,2403456,2904176,2603744,2002880,2203168,2403456,2203168,1802592,2804032,2403456,2703888,2103024,-200288,701008,300432,901296,1402016,1101584,400576,701008,701008,500720,200288,1201728,701008,500720,200288,200288,1602304,1001440,1702448,2103024,1902736,1201728,1402016,1702448,1201728,1101584,1902736,1702448,1702448,901296,129,26438016
901296,1502160,1402016,1502160,1201728,1802592,1101584,1301872,1802592,1301872,1301872,1902736,1001440,1502160,1402016,1402016,2303312,2002880,2203168,2002880,2603744,1902736,1902736,2603744,2103024,2103024,2603744,2002880,2403456,2002880,0,1001440,600864,901296,500720,1001440,300432,500720,1201728,500720,500720,1101584,300432,500720,500720,500720,1802592,1201728,1602304,1301872,1802592,1101584,1101584,2002880,1301872,1301872,1802592,1301872,1402016,1101584,129,25136144
1201728,1502160,1101584,1201728,1402016,1702448,1201728,1001440,1602304,5608064,1201728,2002880,1201728,1101584,1201728,2002880,2403456,1802592,2203168,2203168,2403456,2203168,1602304,2303312,6409216,2203168,2703888,2103024,2103024,2103024,200288,701008,200288,500720,400576,901296,500720,0,1001440,4907056,400576,1001440,500720,200288,200288,1001440,1602304,901296,1502160,1201728,1602304,1502160,600864,1702448,5708208,1402016,1702448,1402016,1201728,1101584,129,28541040
1802592,1301872,1702448,3705328,1201728,2703888,1602304,5007200,1201728,3605184,1902736,1602304,3404896,3304752,1301872,3605184,2403456,2403456,4406336,1802592,3304752,2203168,5608064,1902736,4206048,2804032,2203168,3905616,3905616,1802592,1201728,-500720,600864,3004320,500720,2103024,1001440,4406336,600864,2904176,1301872,701008,2804032,2804032,701008,3004320,600864,1301872,3705328,1101584,2703888,1602304,5007200,1301872,3505040,2203168,1301872,3304752,3404896,1201728,128,39256448
2403456,1201728,2103024,3605184,1201728,2503600,1702448,2203168,2503600,3104464,1702448,1101584,4105904,3004320,1502160,4306192,2303312,2804032,4306192,1902736,3204608,2403456,2603744,3204608,3905616,2403456,1902736,4606624,3805472,2203168,1402016,-701008,1001440,2904176,500720,1802592,1001440,1502160,2103024,2403456,901296,400576,3304752,2503600,701008,3304752,400576,1702448,3605184,1201728,2503600,1702448,1902736,2804032,3204608,1602304,1201728,3805472,3304752,1402016,128,37754288
1702448,1001440,1402016,3905616,1602304,2503600,1602304,5708208,1402016,4206048,1602304,1502160,3605184,2002880,1402016,3004320,1902736,2002880,4706768,2103024,3004320,2303312,6309072,2002880,4806912,2303312,2002880,4206048,2703888,2002880,901296,-300432,500720,3304752,801152,2002880,1101584,5007200,801152,3605184,1001440,801152,3104464,1402016,701008,2203168,600864,1101584,4105904,1301872,2503600,1802592,5608064,1402016,4206048,1702448,1301872,3705328,2103024,1301872,128,39056160
1602304,801152,1602304,5507920,1402016,3505040,1502160,2403456,2303312,2804032,1502160,1201728,3304752,2603744,1602304,3104464,2002880,2403456,6208928,1902736,4206048,2203168,2804032,2703888,3605184,2203168,1902736,4005760,3304752,2303312,901296,-701008,400576,4706768,701008,3004320,801152,1702448,1902736,2403456,701008,500720,2603744,1902736,901296,2403456,500720,1201728,5407776,1201728,3705328,1502160,2103024,2303312,3204608,1402016,1201728,3304752,2603744,1602304,128,37754288
1602304,801152,1001440,3905616,1402016,3104464,1802592,4406336,2503600,13619584,1602304,1402016,3204608,6809792,901296,2703888,1502160,1602304,4606624,1902736,3505040,2403456,4907056,2703888,14220448,2303312,1902736,3805472,7310512,1502160,901296,-300432,300432,3304752,701008,2603744,1402016,3805472,2002880,13419296,1001440,701008,2703888,6208928,400576,2002880,400576,901296,4005760,1201728,3004320,2002880,4306192,2203168,14020160,1702448,1201728,3304752,6709648,1001440,128,52475456
1902736,701008,1402016,3605184,1101584,2703888,1702448,1902736,2002880,3204608,1402016,1402016,3304752,2403456,1602304,3104464,1902736,2103024,4306192,1902736,3404896,2403456,2303312,2503600,3905616,2103024,2103024,3805472,2904176,2002880,1101584,-500720,200288,2904176,400576,1902736,1001440,1201728,1602304,2703888,701008,701008,2603744,1902736,1101584,2303312,701008,901296,3605184,1201728,2603744,1702448,1602304,2103024,3404896,1402016,1402016,3104464,2403456,1502160,128,34449536
2403456,801152,1301872,3204608,1201728,3004320,1402016,1802592,2403456,3705328,1502160,1301872,3204608,1902736,1502160,3605184,1602304,1902736,4005760,1802592,3505040,2103024,2203168,3004320,4105904,2103024,1902736,3705328,2503600,2103024,1802592,-400576,500720,2603744,400576,2403456,901296,1101584,2002880,3104464,1101584,701008,2603744,1402016,901296,3004320,400576,1101584,3404896,1001440,2904176,1602304,1502160,2603744,3505040,1702448,1301872,3104464,2002880,1502160,128,34749968
2103024,701008,1602304,3404896,1201728,2503600,1702448,1402016,2103024,3104464,1201728,1201728,3304752,1702448,1702448,3304752,1802592,2303312,4105904,1702448,3004320,2203168,1902736,2904176,3605184,2002880,2002880,4005760,2403456,2103024,1402016,-500720,500720,2703888,500720,2002880,1201728,901296,1602304,2303312,701008,400576,2503600,1001440,1001440,2603744,600864,1201728,3404896,1001440,2503600,1702448,1402016,2403456,2804032,1502160,1201728,3204608,1702448,1402016,128,32446656
2103024,1001440,1001440,3905616,1301872,3004320,1702448,2703888,2804032,4005760,1402016,1402016,3805472,5808352,1301872,3204608,1702448,1602304,4506480,2002880,3705328,2403456,3204608,3204608,4506480,2002880,1902736,4306192,6409216,1902736,1602304,-100144,300432,3304752,701008,2303312,1001440,2002880,2303312,3605184,901296,801152,3304752,5307632,701008,2703888,600864,901296,3905616,1402016,3004320,1702448,2503600,2703888,4105904,1502160,1301872,3805472,5908496,1301872,128,41259328
2303312,701008,1502160,3605184,1101584,5708208,1602304,5307632,2603744,3104464,1201728,1301872,9313392,2603744,1602304,3505040,1902736,2203168,4306192,1802592,6208928,2403456,6008640,3004320,3805472,1902736,2002880,10014400,3304752,2103024,1602304,-500720,300432,2904176,400576,5007200,1101584,4506480,1902736,2703888,500720,600864,8612384,1902736,901296,2804032,701008,1001440,3605184,1101584,5507920,1902736,5207488,2303312,3404896,1201728,1301872,9313392,2603744,1402016,128,47167824
1602304,901296,1301872,3304752,1702448,2703888,1702448,1402016,2603744,3304752,1201728,1502160,4206048,2603744,3204608,2703888,1802592,1902736,4005760,2203168,3304752,2303312,2002880,3104464,3905616,1902736,2002880,4706768,3104464,3705328,901296,-200288,400576,2703888,1001440,2203168,1101584,801152,2002880,2804032,600864,801152,3705328,2103024,2703888,2002880,701008,1001440,3404896,1502160,2804032,1702448,1402016,2503600,3404896,1301872,1301872,4206048,2603744,3204608,128,37554000
2103024,801152,1402016,4206048,1902736,4506480,1702448,1602304,2403456,3304752,1402016,1702448,6108784,3905616,901296,3505040,2203168,2002880,4706768,2403456,5207488,2403456,2103024,3104464,4105904,1902736,2203168,6609504,4306192,1602304,1402016,-600864,0,3605184,1402016,4005760,1001440,901296,1902736,2603744,600864,1201728,5608064,3404896,500720,2804032,801152,600864,4105904,1902736,4706768,1702448,1402016,2603744,3404896,1101584,1702448,6108784,3805472,1201728,128,41760048
1502160,2103024,2703888,2703888,1402016,3304752,1702448,1902736,2303312,1602304,2203168,3104464,1502160,1602304,2703888,2603744,2904176,3705328,3705328,2403456,4306192,2703888,3004320,3605184,2403456,2904176,4005760,2503600,2203168,3605184,500720,1001440,1902736,1702448,400576,2303312,701008,901296,1201728,300432,1402016,2403456,600864,600864,2103024,1602304,1802592,2904176,2703888,1402016,3304752,1702448,2002880,2503600,1101584,2103024,3304752,1602304,1201728,3004320,133,37153424
2103024,2904176,3505040,3805472,1201728,2103024,4806912,1402016,2603744,1702448,2603744,3304752,1902736,1802592,2904176,3104464,3605184,4206048,4806912,2203168,3304752,5808352,2603744,3805472,2403456,3505040,4206048,2904176,2804032,3905616,1402016,1902736,2804032,3104464,200288,1101584,3605184,400576,1402016,500720,1902736,2403456,1001440,801152,1902736,2403456,2603744,3505040,4105904,1201728,2303312,4606624,1602304,2603744,1201728,2804032,3304752,2002880,1802592,2904176,133,46466816
1902736,1902736,3004320,2403456,1902736,2603744,4005760,3004320,2103024,1802592,2203168,3605184,1502160,1802592,5207488,2403456,2703888,4005760,3104464,3004320,3705328,4907056,3905616,3204608,2503600,3304752,4306192,2403456,2703888,5908496,1301872,1402016,2203168,1402016,1201728,1502160,2904176,2103024,1201728,701008,1502160,2503600,801152,901296,4306192,1802592,2203168,3204608,2103024,2303312,2603744,3805472,3004320,2303312,1402016,2603744,3204608,1702448,1802592,5007200,133,48369552
